bbm,platform_record,match_type,quadrant,confidence,justification,breakdown,review_required,accepted,llm_reason,guardrail,synonym_match,synonym_evidence,candidate_group_size,candidate_group_ids,bbm_sci_name,bbm_genus,bbm_species,bbm_collector,bbm_date,bbm_locality,platform_sci_name,platform_genus,platform_species,platform_collector,platform_date,platform_locality
BBM:F025400,MO:88249,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025400; MO:88249,pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,,2012-02-11,"victoria, saanich peninsula, observatory hill; behind the smaller dome, quercus garryana stand below the royal canadian astronomical soc. hut",pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,oluna & adolf ceska,2012-02-11,"observatory hill, victoria, british columbia, canada"
BBM:F028377,MO:157524,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028377; MO:157524,pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,,2013-12-26,"victoria, saanich peninsula, observatory hill; quercus garryana stand below the main parking lot in front of the dao building",pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,oluna & adolf ceska,2013-12-26,"observatory hill, victoria, british columbia, canada"
BBM:F031616,MO:84741,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F031616; BBM:F032014; MO:84741,pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,,2004-12-22,"colwood, mill hill crd park, open rock outcrops on s slope",pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,oluna & adolf ceska,2004-11-11,"mill hill, victoria, british columbia, canada"
BBM:F032014,MO:84741,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F031616; BBM:F032014; MO:84741,pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,,2004-12-12,"victoria, saanich peninsula, observatory hill; along the trail on sw slope above the main gate on the left side of the road going up",pseudoclitocybe cyathiformis,pseudoclitocybe,cyathiformis,oluna & adolf ceska,2004-11-11,"mill hill, victoria, british columbia, canada"
BBM:F025679,MO:118712,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025679; MO:118712,rhodocollybia butyracea,rhodocollybia,butyracea,,2012-12-02,"victoria, saanich peninsula, observatory hill; ridge behind the small dome",rhodocollybia butyracea,rhodocollybia,butyracea,oluna & adolf ceska,2012-12-02,"observatory hill, victoria, british columbia, canada"
BBM:F027792,MO:79234,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027792; MO:79234,macowanites luteolus,macowanites,luteolus,,2011-10-07,"vancouver island, jordan river, trail to mystic beach",macowanites luteolus,macowanites,luteolus,oluna & adolf ceska,2011-10-07,"china beach regional park, jordan river, vancouver island, british columbia, canada"
BBM:F028918,MO:63818,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028918; MO:63818,macowanites luteolus,macowanites,luteolus,,2006-10-15,"nitinat lake, near the hatchery",macowanites luteolus,macowanites,luteolus,oluna & adolf ceska,2006-10-15,"campground, nitinat lake, vancouver island, british columbia, canada"
BBM:F026507,MO:65063,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F026507; BBM:F026508; MO:65063,pycnoporellus alboluteus,pycnoporellus,alboluteus,,2008-02-11,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",pycnoporellus alboluteus,pycnoporellus,alboluteus,oluna & adolf ceska,2008-02-11,"observatory hill, victoria, british columbia, canada"
BBM:F026508,MO:65063,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F026507; BBM:F026508; MO:65063,pycnoporellus alboluteus,pycnoporellus,alboluteus,,2008-02-11,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",pycnoporellus alboluteus,pycnoporellus,alboluteus,oluna & adolf ceska,2008-02-11,"observatory hill, victoria, british columbia, canada"
BBM:F028013,MO:112880,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028013; MO:112880,caloboletus rubripes,caloboletus,rubripes,,2012-10-07,"vancouver island, port renfrew, fairy lake, forestry campground",caloboletus rubripes,caloboletus,rubripes,oluna & adolf ceska,2012-10-07,"fairy lake near port renfrew, british columbia, canada"
BBM:F024280,MO:65501,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024280; MO:65501,rhodocollybia maculata,rhodocollybia,maculata,,2010-02-19,"victoria, saanich peninsula, observatory hill; behind the small dome",rhodocollybia maculata,rhodocollybia,maculata,oluna & adolf ceska,2010-02-19,"observatory hill, victoria, british columbia, canada"
BBM:F025508,MO:95742,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025508; MO:95742,rhodocollybia maculata,rhodocollybia,maculata,,2012-05-28,"victoria, saanich peninsula, observatory hill; behind the small dome, eastern slope",rhodocollybia maculata,rhodocollybia,maculata,oluna & adolf ceska,2012-05-28,"observatory hill, victoria, british columbia, canada"
BBM:F025651,MO:117977,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025651; MO:117977,tapinella panuoides,tapinella,panuoides,,2012-11-25,"victoria, saanich peninsula, observatory hill; behind the small dome, eastern slope",tapinella panuoides,tapinella,panuoides,oluna & adolf ceska,2012-11-25,"observatory hill, victoria, british columbia, canada"
BBM:F029472,MO:73019,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029472; MO:73019,tapinella panuoides,tapinella,panuoides,,2007-11-07,"victoria, saanich peninsula, observatory hill; along the paved road, above the main gate",tapinella panuoides,tapinella,panuoides,oluna & adolf ceska,2007-11-07,"observatory hill, victoria, british columbia, canada"
BBM:F025137,MO:77751,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025137; MO:77751,sporormiella australis,sporormiella,australis,,2011-07-17,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road",sporormiella australis,sporormiella,australis,oluna & adolf ceska,2011-07-17,"observatory hill, victoria, british columbia, canada"
BBM:F025755,MO:121671,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025755; MO:121671,rhodocybe roseiavellanea,rhodocybe,roseiavellanea,,2012-12-24,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",rhodocybe roseiavellanea,rhodocybe,roseiavellanea,oluna & adolf ceska,2012-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F025839,MO:129746,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,5,BBM:F025839; BBM:F026101; BBM:F026303; MO:129746; MO:151558,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2013-02-20,"victoria, saanich peninsula, observatory hill; e slope, close to the ridge below the larger dome",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2013-02-27,"observatory hill, victoria, british columbia, canada"
BBM:F025839,MO:151558,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,5,BBM:F025839; BBM:F026101; BBM:F026303; MO:129746; MO:151558,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2013-02-20,"victoria, saanich peninsula, observatory hill; e slope, close to the ridge below the larger dome",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2013-10-08,"observatory hill, victoria, british columbia, canada"
BBM:F026303,MO:129746,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,5,BBM:F025839; BBM:F026101; BBM:F026303; MO:129746; MO:151558,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2013-11-14,"victoria, saanich peninsula, observatory hill; along the paved road, just above the main gate, on the right side going up",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2013-02-27,"observatory hill, victoria, british columbia, canada"
BBM:F026303,MO:151558,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,5,BBM:F025839; BBM:F026101; BBM:F026303; MO:129746; MO:151558,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2013-11-14,"victoria, saanich peninsula, observatory hill; along the paved road, just above the main gate, on the right side going up",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2013-10-08,"observatory hill, victoria, british columbia, canada"
BBM:F026449,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-01-05,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F026461,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-01-12,"victoria, saanich peninsula, observatory hill; ridge behind the small dome",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F026473,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-01-20,"victoria, saanich peninsula, observatory hill; ridge behind the small dome",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F026495,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-01-30,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F026530,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-02-21,"victoria, saanich peninsula, observatory hill; mixed forest below the paved road below the hairpin curve",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F029960,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-11-22,"victoria, saanich peninsula, observatory hill; southern slope above the fomer keeper's house",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F030002,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-12-07,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F032443,MO:164801,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F026449; BBM:F026461; BBM:F026473; BBM:F026495; BBM:F026530; BBM:F029960; BBM:F030002; BBM:F032443; MO:164801,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-12-08,"saanich, observatory hill, below the paved road, s slope",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-01-30,"observatory hill, victoria, british columbia, canada"
BBM:F029470,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-11-07,"victoria, saanich peninsula, observatory hill; along the paved road, above the main gate",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029504,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-11-09,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029505,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-11-10,"victoria, saanich peninsula, observatory hill; rock outcrops below the road below the hairpin curve",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029548,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-11-29,"victoria, saanich peninsula, observatory hill; sw slope above the main gate",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029609,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-12-17,"victoria, saanich peninsula, observatory hill; along the paved road, just above the hairpin curve",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029642,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-12-24,"victoria, saanich peninsula, observatory hill; along the west saanich rd. at the w base of observatory hill",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029643,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-12-24,"victoria, saanich peninsula, observatory hill; along the west saanich rd. at the w base of observatory hill",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029662,MO:64356,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,9,BBM:F029470; BBM:F029504; BBM:F029505; BBM:F029548; BBM:F029609; BBM:F029642; BBM:F029643; BBM:F029662; MO:64356,rhodocybe hirneola,rhodocybe,hirneola,,2007-12-31,"victoria, saanich peninsula, observatory hill; along the paved road, just above the main gate, on the right side going up",rhodocybe hirneola,rhodocybe,hirneola,oluna & adolf ceska,2007-12-24,"observatory hill, victoria, british columbia, canada"
BBM:F029550,MO:64366,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029550; MO:64366,rhodocybe nuciolens,rhodocybe,nuciolens,,2007-11-29,"victoria, saanich peninsula, observatory hill; sw slope above the main gate",rhodocybe nuciolens,rhodocybe,nuciolens,oluna & adolf ceska,2007-11-29,"observatory hill, victoria, british columbia, canada"
BBM:F029661,MO:64357,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029661; MO:64357,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2007-12-31,"victoria, saanich peninsula, observatory hill; along the paved road, just above the main gate, on the right side going up",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2007-12-31,"observatory hill, victoria, british columbia, canada"
BBM:F029673,MO:167549,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029673; MO:167549,rhodocybe aureicystidiata,rhodocybe,aureicystidiata,,2008-02-09,"colwood, royal roads university, forest behind the tennis courts",rhodocybe aureicystidiata,rhodocybe,aureicystidiata,oluna & adolf ceska,2008-02-09,"royal roads university, colwood, victoria, british columbia, canada"
BBM:F031449,MO:196519,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031449; MO:196519,rhodocybe nuciolens,rhodocybe,nuciolens,,2004-09-23,"metchosin, along galloping goose trail behind pearson college",rhodocybe nuciolens,rhodocybe,nuciolens,oluna & adolf ceska,2004-09-23,"galloping goose trail, behind pearson college, metchosin, british columbia, canada"
BBM:F031534,MO:75936,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F031534; BBM:F031559; MO:75936,rhodocybe nitellina,rhodocybe,nitellina,,2004-11-10,"colwood, mill hill crd park, s slope, open rock outcrops with quercus garryana",rhodocybe nitellina,rhodocybe,nitellina,oluna & adolf ceska,2004-11-17,"mill hill, victoria, british columbia, canada"
BBM:F031559,MO:75936,similar,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F031534; BBM:F031559; MO:75936,rhodocybe nitellina,rhodocybe,nitellina,,2004-11-17,"colwood, mill hill crd park, small loop trail above park´s headquarters",rhodocybe nitellina,rhodocybe,nitellina,oluna & adolf ceska,2004-11-17,"mill hill, victoria, british columbia, canada"
BBM:F031829,MO:67936,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F031829; MO:67936; MO:361632,rhodocybe mundula,rhodocybe,mundula,,2005-11-13,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",rhodocybe mundula,rhodocybe,mundula,oluna & adolf ceska,2005-11-13,"observatory hill, victoria, british columbia, canada"
BBM:F031829,MO:361632,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F031829; MO:67936; MO:361632,rhodocybe mundula,rhodocybe,mundula,,2005-11-13,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",rhodocybe mundula,rhodocybe,mundula,oluna & adolf ceska,2005-11-13,"observatory hill, victoria, british columbia, canada"
BBM:F027891,MO:94186,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027891; MO:94186,discina perlata,discina,perlata,,2012-05-05,"metchosin, glinz lake, ymca camp thunderbird",discina perlata,discina,perlata,oluna & adolf ceska,2012-05-05,"glinz lake, metchosin, british columbia, canada"
BBM:F027978,MO:109472,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F027978; MO:109472; MO:109474,caloboletus conifericola,caloboletus,conifericola,,2012-09-07,"vancouver island, nw of jordan river, uglow creek",caloboletus conifericola,caloboletus,conifericola,oluna & adolf ceska,2012-09-07,"uglow creek, nw of jordan river, vancouver island, british columbia, canada"
BBM:F027978,MO:109474,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,3,BBM:F027978; MO:109472; MO:109474,caloboletus conifericola,caloboletus,conifericola,,2012-09-07,"vancouver island, nw of jordan river, uglow creek",caloboletus conifericola,caloboletus,conifericola,oluna & adolf ceska,2012-09-07,"china beach regional park, jordan river, vancouver island, british columbia, canada"
BBM:F024701,MO:261927,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024701; MO:261927,leptonia formosa,leptonia,formosa,,2010-11-17,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",leptonia formosa,leptonia,formosa,oluna & adolf ceska,2010-11-17,"observatory hill, victoria, british columbia, canada"
BBM:F024703,MO:261928,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024703; MO:261928,leptonia strictipes,leptonia,strictipes,,2010-11-17,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",leptonia strictipes,leptonia,strictipes,oluna & adolf ceska,2010-11-17,"observatory hill, victoria, british columbia, canada"
BBM:F026138,MO:160663,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F026138; MO:160663,leptonia asprella,leptonia,asprella,,2013-10-12,"victoria, saanich peninsula, observatory hill; e slope below the observatory rd., just below the hairpin curve",leptonia asprella,leptonia,asprella,oluna & adolf ceska,2013-10-12,"observatory hill, victoria, british columbia, canada"
BBM:F026901,MO:64198,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F026901; MO:64198,leptonia badissima,leptonia,badissima,,2009-05-31,"victoria, saanich peninsula, observatory hill; below the paved road, towards the eastern boundary, along the ephemeral creek",leptonia badissima,leptonia,badissima,oluna & adolf ceska,2009-05-05,"observatory hill, victoria, british columbia, canada"
BBM:F028935,MO:65197,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028935; MO:65197,leptonia convexa,leptonia,convexa,,2006-10-24,"victoria, saanich peninsula, observatory hill; mixed forest between the paved road and the ephemeral creek",leptonia convexa,leptonia,convexa,oluna & adolf ceska,2006-10-24,"observatory hill, victoria, british columbia, canada"
BBM:F029990,MO:63794,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029990; MO:63794,leptonia yatesii,leptonia,yatesii,,2008-12-07,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",leptonia yatesii,leptonia,yatesii,oluna & adolf ceska,2008-12-07,"observatory hill, victoria, british columbia, canada"
BBM:F031432,MO:196414,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031432; MO:196414,leptonia earlei,leptonia,earlei,,2004-09-23,"metchosin, along galloping goose trail behind pearson college",leptonia earlei,leptonia,earlei,oluna & adolf ceska,2004-09-23,"galloping goose trail, behind pearson college, metchosin, british columbia, canada"
BBM:F031434,MO:196374,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031434; MO:196374,leptonia parva,leptonia,parva,,2004-09-23,"metchosin, along galloping goose trail behind pearson college",leptonia parva,leptonia,parva,oluna & adolf ceska,2004-09-23,"galloping goose trail, behind pearson college, metchosin, british columbia, canada"
BBM:F029382,MO:171763,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,05",False,True,,,True,mo:xerocomus subtomentosus,2,BBM:F029382; MO:171763,boletus subtomentosus,boletus,subtomentosus,,2007-10-14,mesachie lake,xerocomus subtomentosus,xerocomus,subtomentosus,oluna & adolf ceska,2007-10-14,"forestry station, mesachie lake, vancouver island, british columbia, canada"
BBM:F031390,MO:195680,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031390; MO:195680,ascocoryne cylichnium,ascocoryne,cylichnium,,2004-01-12,"saanich peninsula, heals rifle range, dnd property; along the trail on northern boundary",ascocoryne cylichnium,ascocoryne,cylichnium,oluna & adolf ceska,2004-01-12,"heals rifle range, victoria, british columbia, canada"
BBM:F027755,MO:74487,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F027755; MO:74487,heterotextus alpinus,heterotextus,alpinus,,2011-08-06,"whistler, blackcomb mountain, near the gondola station",heterotextus alpinus,heterotextus,alpinus,oluna & adolf ceska,2011-08-08,"blackcomb mountain, whistler, british columbia, canada"
BBM:F027900,MO:94889,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027900; MO:94889,heterotextus luteus,heterotextus,luteus,,2012-05-05,"metchosin, glinz lake, ymca camp thunderbird",heterotextus luteus,heterotextus,luteus,oluna & adolf ceska,2012-05-05,"glinz lake, metchosin, british columbia, canada"
BBM:F029046,MO:69889,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,4,BBM:F029046; BBM:F029047; BBM:F029048; MO:69889,heterotextus luteus,heterotextus,luteus,,2006-12-27,"victoria, saanich peninsula, observatory hill; forest margin behind the smaller dome",heterotextus luteus,heterotextus,luteus,oluna & adolf ceska,2006-12-27,"observatory hill, victoria, british columbia, canada"
BBM:F029047,MO:69889,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,4,BBM:F029046; BBM:F029047; BBM:F029048; MO:69889,heterotextus luteus,heterotextus,luteus,,2006-12-27,"victoria, saanich peninsula, observatory hill; forest margin behind the smaller dome, nw corner",heterotextus luteus,heterotextus,luteus,oluna & adolf ceska,2006-12-27,"observatory hill, victoria, british columbia, canada"
BBM:F029048,MO:69889,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,4,BBM:F029046; BBM:F029047; BBM:F029048; MO:69889,heterotextus luteus,heterotextus,luteus,,2006-12-27,"victoria, saanich peninsula, observatory hill; forest margin behind the smaller dome, nw corner",heterotextus luteus,heterotextus,luteus,oluna & adolf ceska,2006-12-27,"observatory hill, victoria, british columbia, canada"
