mo_id,ubc_F,genbank,action_scope,requested_action,status,current_evidence,breakdown
154379,F26377,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26377 does not contain MO ref 154379,07
154378,F26400,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26400 does not contain MO ref 154378,07
154377,F26376,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26376 does not contain MO ref 154377,07
154375,F26341,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26341 does not contain MO ref 154375,07
154374,F26370,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26370 does not contain MO ref 154374,07
154366,F26388,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26388 does not contain MO ref 154366,07
154364,F26354,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26354 does not contain MO ref 154364,07
154363,F26347,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26347 does not contain MO ref 154363,07
154362,F26345,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26345 does not contain MO ref 154362,07
154355,F26348,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26348 does not contain MO ref 154355,07
153895,F26395,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26395 does not contain MO ref 153895,07
153894,F26368,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26368 does not contain MO ref 153894,07
153893,F26320,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26320 does not contain MO ref 153893,07
153890,F26321,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26321 does not contain MO ref 153890,07
153840,F26322,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26322 does not contain MO ref 153840,07
153837,F26318,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26318 does not contain MO ref 153837,07
153802,F26340,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26340 does not contain MO ref 153802,07
153801,F26361,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26361 does not contain MO ref 153801,07
153626,F26314,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26314 does not contain MO ref 153626,07
153624,F26334,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26334 does not contain MO ref 153624,07
153598,F26323,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26323 does not contain MO ref 153598,07
153552,F26281,MF954807,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26281 does not contain MO ref 153552,07
152922,F26242,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26242 does not contain MO ref 152922,07
157064,F19276,HQ604331,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F19276 does not contain MO ref 157064,07
157064,F19276,HQ604331,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F19276 missing accession(s) HQ604331,07
157064,F19276,HQ604331,GenBank,Add MO #,cannot_assess_current_extract,Current genbank_records.csv keeps UBC voucher refs but not MO refs/comments needed for this action,07
152704,F26271,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26271 does not contain MO ref 152704,07
152320,F26245,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26245 does not contain MO ref 152320,07
152319,F26299,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26299 does not contain MO ref 152319,07
152317,F26305,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26305 does not contain MO ref 152317,07
152315,F26301,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26301 does not contain MO ref 152315,07
152312,F26312,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26312 does not contain MO ref 152312,07
152311,F26308,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26308 does not contain MO ref 152311,07
152310,F26307,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26307 does not contain MO ref 152310,07
152309,F26270,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26270 does not contain MO ref 152309,07
152307,F26257,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26257 does not contain MO ref 152307,07
152235,F26309,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26309 does not contain MO ref 152235,07
152200,F26268,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26268 does not contain MO ref 152200,07
152199,F26267,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26267 does not contain MO ref 152199,07
152086,F26195,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26195 does not contain MO ref 152086,07
151889,F26231,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26231 does not contain MO ref 151889,07
151888,F26230,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26230 does not contain MO ref 151888,07
151887,F26216,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26216 does not contain MO ref 151887,07
151874,F26220,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26220 does not contain MO ref 151874,07
151873,F26029,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26029 does not contain MO ref 151873,07
151566,F26238,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26238 does not contain MO ref 151566,07
151565,F26219,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26219 does not contain MO ref 151565,07
151564,F26237,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26237 does not contain MO ref 151564,07
151561,F26236,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26236 does not contain MO ref 151561,07
151558,F26101,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26101 does not contain MO ref 151558,07
151393,F26255,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26255 does not contain MO ref 151393,07
151392,F26252,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26252 does not contain MO ref 151392,07
151390,F26239,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26239 does not contain MO ref 151390,07
151312,F26082,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26082 does not contain MO ref 151312,07
151310,F26083,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26083 does not contain MO ref 151310,07
151306,F26084,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26084 does not contain MO ref 151306,07
151305,F26092,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26092 does not contain MO ref 151305,07
150955,F23383,–,UBC/BBM,Add MO #,still_unimplemented,BBM F23383 does not contain MO ref 150955,07
150347,F26171,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26171 does not contain MO ref 150347,07
150346,F26208,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26208 does not contain MO ref 150346,07
149942,F26197,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26197 does not contain MO ref 149942,07
149940,F26174,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26174 does not contain MO ref 149940,07
149939,F26205,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26205 does not contain MO ref 149939,07
149052,F26144,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26144 does not contain MO ref 149052,07
149044,F26142,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26142 does not contain MO ref 149044,07
148533,F26128,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26128 does not contain MO ref 148533,07
148517,F26149,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26149 does not contain MO ref 148517,07
148515,F26151,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26151 does not contain MO ref 148515,07
148513,F26130,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26130 does not contain MO ref 148513,07
148507,F26110,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26110 does not contain MO ref 148507,07
148369,F26109,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26109 does not contain MO ref 148369,07
148364,F26123,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26123 does not contain MO ref 148364,07
147967,F26124,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26124 does not contain MO ref 147967,07
147965,F26099,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26099 does not contain MO ref 147965,07
147800,F26121,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26121 does not contain MO ref 147800,07
146405,F26056,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26056 does not contain MO ref 146405,07
146394,F26068,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26068 does not contain MO ref 146394,07
146314,F26065,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26065 does not contain MO ref 146314,07
146290,F26057,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26057 does not contain MO ref 146290,07
146214,F26071,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26071 does not contain MO ref 146214,07
146019,F26079,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26079 does not contain MO ref 146019,07
145998,F26062,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26062 does not contain MO ref 145998,07
145996,F26061,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26061 does not contain MO ref 145996,07
145413,F26023,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26023 does not contain MO ref 145413,07
145346,F26045,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26045 does not contain MO ref 145346,07
145220,F26046,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26046 does not contain MO ref 145220,07
145219,F26047,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26047 does not contain MO ref 145219,07
144649,F26024,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26024 does not contain MO ref 144649,07
144639,F26030,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26030 does not contain MO ref 144639,07
144627,F26036,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26036 does not contain MO ref 144627,07
144430,F26020,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26020 does not contain MO ref 144430,07
144358,F26037,,UBC/BBM,Add MO #,still_unimplemented,BBM F26037 does not contain MO ref 144358,07
144126,F26034,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26034 does not contain MO ref 144126,07
144125,F26033,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26033 does not contain MO ref 144125,07
140347,F26012,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26012 does not contain MO ref 140347,07
139594,F26019,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26019 does not contain MO ref 139594,07
139556,F26000,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26000 does not contain MO ref 139556,07
139497,F26002,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26002 does not contain MO ref 139497,07
139355,F25913,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25913 does not contain MO ref 139355,07
139341,F25815,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25815 does not contain MO ref 139341,07
138878,F26009,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26009 does not contain MO ref 138878,07
138701,F25997,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25997 does not contain MO ref 138701,07
138379,F25999,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25999 does not contain MO ref 138379,07
138260,F26007,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F26007 does not contain MO ref 138260,07
137896,F25977,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25977 does not contain MO ref 137896,07
137103,F25990,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25990 does not contain MO ref 137103,07
137028,F25975,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25975 does not contain MO ref 137028,07
136891,F25982,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25982 does not contain MO ref 136891,07
136701,F25978,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25978 does not contain MO ref 136701,07
136695,F25995,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25995 does not contain MO ref 136695,07
136694,F25987,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25987 does not contain MO ref 136694,07
136688,F25994,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25994 does not contain MO ref 136688,07
136188,F25979,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25979 does not contain MO ref 136188,07
135411,F25936,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25936 does not contain MO ref 135411,07
135266,F25962,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25962 does not contain MO ref 135266,07
135237,F25963,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25963 does not contain MO ref 135237,07
135153,F25954,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25954 does not contain MO ref 135153,07
135119,F25959,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25959 does not contain MO ref 135119,07
135116,F25952,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25952 does not contain MO ref 135116,07
135114,F25938,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25938 does not contain MO ref 135114,07
135031,F25934,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25934 does not contain MO ref 135031,07
135023,F25948,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25948 does not contain MO ref 135023,07
134880,F25951,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25951 does not contain MO ref 134880,07
134707,F25943,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25943 does not contain MO ref 134707,07
134698,F25909,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25909 does not contain MO ref 134698,07
134502,F25940,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25940 does not contain MO ref 134502,07
134501,F25942,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25942 does not contain MO ref 134501,07
134291,F25944,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25944 does not contain MO ref 134291,07
134267,F25949,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25949 does not contain MO ref 134267,07
134128,F25935,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25935 does not contain MO ref 134128,07
134021,F25886,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25886 does not contain MO ref 134021,07
133127,F25899,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25899 does not contain MO ref 133127,07
133032,F25918,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25918 does not contain MO ref 133032,07
132660,F25917,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25917 does not contain MO ref 132660,07
130633,F25866,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25866 does not contain MO ref 130633,07
130631,F25895,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25895 does not contain MO ref 130631,07
130399,F25856,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25856 does not contain MO ref 130399,07
130190,F25844,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25844 does not contain MO ref 130190,07
130189,F25829,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25829 does not contain MO ref 130189,07
130107,F25881,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25881 does not contain MO ref 130107,07
129990,F25882,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25882 does not contain MO ref 129990,07
129940,F25868,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25868 does not contain MO ref 129940,07
129939,F25864,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25864 does not contain MO ref 129939,07
129938,F25884,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25884 does not contain MO ref 129938,07
129738,F25827,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25827 does not contain MO ref 129738,07
129693,F25849,,UBC/BBM,Add MO #,still_unimplemented,BBM F25849 does not contain MO ref 129693,07
129022,F25807,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25807 does not contain MO ref 129022,07
128891,F25790,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25790 does not contain MO ref 128891,07
128817,F25793,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25793 does not contain MO ref 128817,07
127155,F25787,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25787 does not contain MO ref 127155,07
123474,F25783,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25783 does not contain MO ref 123474,07
123270,F25779,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25779 does not contain MO ref 123270,07
119494,F25680,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25680 does not contain MO ref 119494,07
115808,F25579,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25579 does not contain MO ref 115808,07
113842,F25559,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25559 does not contain MO ref 113842,07
102706,F25551,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25551 does not contain MO ref 102706,07
102538,F25541,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25541 does not contain MO ref 102538,07
95657,F25503,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25503 does not contain MO ref 95657,07
95648,F25486,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25486 does not contain MO ref 95648,07
95524,F25500,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25500 does not contain MO ref 95524,07
93223,F25020,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25020 does not contain MO ref 93223,07
87641,F25391,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25391 does not contain MO ref 87641,07
83450,F25193,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25193 does not contain MO ref 83450,07
83188,F25258,–,UBC/BBM,"add prefix ""MO #""",still_unimplemented,BBM F25258 does not contain MO ref 83188,07
83025,F22978,MH718192,UBC/BBM,Add GB #,still_unimplemented,BBM F22978 missing accession(s) MH718192,07
83025,F22978,MH718192,Mushroom Observer,Add GB#,cannot_assess_current_extract,Current mo_records.csv keeps UBC refs but not GenBank refs/comments needed for this action,07
82406,F25229,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25229 does not contain MO ref 82406,07
146031,F25079,–,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25079 does not contain MO ref 146031,07
146031,F25079,–,Mushroom Observer,F33822,still_unimplemented,MO 146031 does not cite F33822,07
72975,F25079,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25079 does not contain MO ref 72975,07
71514,F25079,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25079 does not contain MO ref 71514,07
68217,F25079,,UBC/BBM,"Add prefix ""MO #""",still_unimplemented,BBM F25079 does not contain MO ref 68217,07
223631,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 223631,07
224260,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 224260,07
187485,F25079,FJ039595,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F25079 does not contain MO ref 187485,07
187485,F25079,FJ039595,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F25079 missing accession(s) FJ039595,07
187485,F25079,FJ039595,Mushroom Observer,cite only this specimen,cannot_assess_current_extract,Unsupported or editorial MO action; inspect source row manually,07
235975,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 235975,07
77711,F25079,,Mushroom Observer,remove comment,cannot_assess_current_extract,Unsupported or editorial MO action; inspect source row manually,07
261927,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 261927,07
281725,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 281725,07
293813,F25079,KY026762; KY026763,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F25079 does not contain MO ref 293813,07
293813,F25079,KY026762; KY026763,UBC/BBM,"Add MO #, add GB #",still_unimplemented,BBM F25079 missing accession(s) KY026762; KY026763,07
303770,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 303770,07
95658,F25079,MH718195,UBC/BBM,"Add prefix ""MO #"",  Move GB #",still_unimplemented,BBM F25079 does not contain MO ref 95658,07
189823,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 189823,07
63555,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 63555,07
218601,F25079,,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 218601,07
224045,F25079,–,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 224045,07
361632,F25079,–,UBC/BBM,Add MO #,still_unimplemented,BBM F25079 does not contain MO ref 361632,07
