bbm,guid,status,breakdown
F006390,9129CA3B-9F59-8348-B631-B1E5D8F224FB,present,
F006391,75995CB9-6ED4-8F47-A483-B5423AD96E61,present,
F006392,F2DDD1C8-FCF7-CC44-8FC4-9AA19F3D2315,present,
F006393,7E50D757-B13F-8A4E-B2CA-8C669C8F9516,present,
F006394,CDFE7527-AC2A-6244-AE26-3DD81A8FE372,present,
F006396,5EE763F9-7B9B-AB44-AF01-7E7130293E43,present,
F006397,41752A92-6BAF-0849-9587-A13B67B72E11,present,
F006398,A4C38F3D-3A94-7A41-B2F1-89206D47D967,present,
F006399,EF1824C1-D958-8F4E-96A7-0A657AD43206,present,
F006400,F83BE174-9DB0-8341-B9D2-689C13D81E72,present,
F006401,FC482967-AD51-EE48-91DA-7CF8D40F06CD,present,
F006402,B9E41B22-E3D6-BA4C-BEC6-ACB75FDC8F19,present,
F006403,2D2E5E1D-ED1A-3C4A-A573-3B9F8C74D802,present,
F006404,CB847AC7-9634-3E4B-B2EB-159FBDA81544,present,
F006405,84FE155E-324A-AC43-AE42-621E8D690D1B,present,
F006406,3060F929-AF83-EE4C-841B-EB2249F84341,present,
F006407,BD0CF806-D2BD-FF41-8635-A3C518808B48,present,
F006408,912E1043-8D0C-BA46-ADBA-F7427E4EDD1A,present,
F006409,D5935E33-8896-9F4A-9EEC-E04576195A26,present,
F006410,9EA098BA-F256-674D-BD11-CDAE0A94EE59,present,
F006411,57926E06-A710-DA4E-81D8-783876E6DDB0,present,
F006412,D39A0146-AE16-B54B-A306-4990921AB43D,present,
F006413,C681C38A-A3D7-0B4C-807B-AB031A476B11,present,
F006414,8EEE160B-1D7B-D944-A1A1-A80918AA5804,present,
F006415,74F67679-3440-B447-804D-F83359A62FF5,present,
F006416,B091867E-CD96-5445-8C48-385B7DB6EC09,present,
F006417,F69CD4F4-B708-3F41-8A91-0E154ABB3F9D,present,
F006418,6347D4C5-D753-314A-BCFD-8913DD0FB3F4,present,
F006419,D75EF548-1FA3-F14A-A690-F3EA855BC870,present,
F006420,E0956E74-8493-9B4F-B0EA-A2C37B2F90CC,present,
F006421,B48A2221-898A-AA47-8C85-88507978DAA8,present,
F006422,9C388F38-8AF3-FB40-9883-6070FE28F27D,present,
F006423,E16F5607-7604-1F44-B8D3-FC047470C96F,present,
F006424,D95A3111-88CF-5B49-9CE5-019A4EB281AC,present,
F006425,B5FCB460-7626-5344-B87A-48E0C17FAFF1,present,
F006426,3088A9F3-96F0-7441-B3EC-B1AC4A910D00,present,
F006427,A8B5D203-3532-1F4E-8719-D9B20BFADE5F,present,
F006428,074FD6A8-4DA7-994B-8CB6-DAAE24836717,present,
F006429,DC8E0294-2291-E54D-989D-C70D945D4292,present,
F006430,BD599F79-EAC0-BC42-8F1C-523F0183DF04,present,
F006431,DB5AC202-5C95-5A4D-B40B-53E660479CA8,present,
F006432,58868016-7745-114D-8B1B-2B5BF943B495,present,
F006433,6C58ADCF-A8E5-8045-B9CA-390212DAD6C7,present,
F006434,97A20AB0-9936-A64C-9E49-D5782011863A,present,
F006435,FAB13AE2-767B-4946-86CE-7A2D7E29CFD7,present,
F006436,5A01E888-B07C-454F-9CFA-DD254CC7E51D,present,
F006437,2A937FE6-383F-B547-A94D-A093C479EE75,present,
F006438,05347F0D-4BDF-4E4C-816C-1E88539D1296,present,
F006439,CA839A20-4522-FD4B-8C82-5330A1C4E58F,present,
F006440,4DB589B3-FF6B-5C47-A11E-6088CEA1BCE5,present,
F006441,551AF464-02C0-6549-8229-776A492EDFCB,present,
F006442,7350F2E7-DBFE-0B4E-9A5B-43DE9925878F,present,
F006443,FC3ABF1D-F548-9245-A382-3A3AF61C073C,present,
F006444,D98362C4-DB7F-FB48-8DD1-E0ED79EB502F,present,
F006445,6F565586-EE3E-A641-9A96-A8BC34A18C64,present,
F006446,63EB89AF-511A-3E4E-8D03-6562A9795DC5,present,
F006447,7943D04F-0D81-CD41-8E74-84B0C2FB35D6,present,
F006448,4CB2E04D-3DA3-0D42-A5BC-84D745155ACF,present,
F006449,495CEF89-F876-7F45-AACF-244B44D55D6E,present,
F006450,C37DFE69-7DC2-C24A-A560-15C8BCC95E19,present,
F006451,CA2A5D43-DBBD-C64B-800C-7792F7D519B4,present,
F006453,B904B2A8-44AD-DC41-8631-91C356939F7A,present,
F006454,DC422244-9B0C-B74A-9BBF-6B1F947FA4B5,present,
F006455,20670638-9E91-8445-9AE6-181797C19FE2,present,
F006456,5E23CF81-CB62-5049-80D1-33CEF2D36B6A,present,
F006457,90854B52-C1FB-EC41-B608-26B7450A15BC,present,
F006458,F3FE52E2-EBC2-E148-B1DF-E9D2F0C31110,present,
F006459,4A6232F3-86A6-D942-A7AA-6707206F5953,present,
F006460,66497B4B-E44D-374A-8A3B-7C44212E352E,present,
F006461,E302AE6E-CC18-5744-A15E-D08338569D61,present,
F006462,33D137D4-757E-A842-9116-892CA4EB44B5,present,
F006463,7B80D46C-481F-FF4E-B95B-F780C5608438,present,
F006464,AC8003F1-572D-234E-A8C5-1E92C824D3C8,present,
F006465,B3A3ACFE-5105-6E42-BD79-E024984A2211,present,
F006466,2ADBB788-D79B-9441-91CF-EDBEF5AA2A62,present,
F006467,A0FC08AB-D31D-5645-A7C9-E88E23023DD6,present,
F006468,3AE89CF1-B4F8-7F43-8840-82A678E17492,present,
F006469,5D464C2C-A3E3-B340-AD76-DB8778F87955,present,
F006470,4610C7A7-B800-EE4B-8CA2-C54DCB60623B,present,
F006471,B87AEEE3-DBFB-6D49-929E-2019BFD3118A,present,
F006472,C60548E3-0B65-4B4D-A601-17CD72D181CA,present,
F006473,0D97FF1C-C80B-B547-8D9F-75E590AD6381,present,
F006474,608E559C-0F77-A04E-838E-DA076987255F,present,
F006475,AC050971-B305-DC4A-83B5-2310634BABFB,present,
F006476,5D043CEC-728C-4C48-AAE7-E0AD3F093F1F,present,
F006477,D696535A-584C-064F-9CF6-A2DC98BD07A2,present,
F006478,84803CAE-700F-EB4C-BE04-47A881217C45,present,
F006479,0963CC10-034C-764C-B7DC-ABFD7CE7A7C3,present,
F006480,6827A81E-8D16-B440-B3EE-21585B40CE06,present,
F006481,9CD2F6D2-34D3-D64E-AF84-9EDD91CEA029,present,
F006482,0707E37C-996F-2740-BFDB-412CF90E1AFA,present,
F006483,ECF80097-E40F-B443-971A-8C375B926975,present,
F006484,DC493813-573B-7141-A6A8-D8726BF76DE0,present,
F006485,E456D9BB-87C6-A546-B7A7-888816FFE763,present,
F006486,32BCD812-263C-5F4B-910F-8F4C5DCFC2BB,present,
F006487,3EAEAC2A-B441-CE4F-91D0-A431D38B657D,present,
F006488,DA08B979-68F9-1B4D-8C40-9666D1E961B5,present,
F006489,AF52DD4A-09EC-5149-AB0E-8A1B23A39319,present,
F006490,28332F78-CED9-214D-97DA-B63C66E11122,present,
F006491,425C535F-75ED-2E4A-969C-FDB2F8A4D42E,present,
F006492,11D098CE-544F-0A45-A40E-E23E7DD334F4,present,
F006493,99DDFEE6-158F-8440-AB82-79965B9AB4B8,present,
F006494,99888EC3-242C-A841-A1A2-FF4338462B93,present,
F006495,DEE4D767-00F9-6C48-8C98-3D3D5502F87F,present,
F006496,F41C0B2E-F457-F643-B898-9D9D73D94504,present,
F006497,ABC61383-E449-FF45-AFBD-67A4895E00B0,present,
F006498,83D2BFE6-04A5-7C41-AEDB-4FC6D3E1A578,present,
F006499,C9B7CD37-6807-1442-844C-AEF9F3A0792E,present,
F006500,F8962A51-39DD-354E-AE90-FC0C9A4D58E1,present,
F006501,ED1DE88B-8B7B-9642-87BD-5C8F82392FAF,present,
F006502,28748F45-DFDB-F54E-BE51-FA401036DB72,present,
F006503,C1F71A2D-9FB9-0345-AB6E-B725DCA3AA4B,present,
F006504,471ED977-F8CF-574E-B8FC-6E2BAF0338E0,present,
F006505,89A81943-FF1C-CF4A-B556-2BBB9B9958F2,present,
F006506,3DCF4C4B-A538-0D44-AC04-4D93B0F9C0B6,present,
F006507,8A0B3F84-45C8-274C-8A6E-695F24B471BB,present,
F006508,792BBB33-DF6A-434A-9E01-9B4BC983BEBE,present,
F006509,C9E9E3DC-113B-ED41-931B-1D19BC7E61D6,present,
F006510,36F346B1-80FE-684B-BD9B-EF234C9705EB,present,
F006511,7A5E3F86-B203-2548-9A01-71F5B9413A16,present,
F006512,17C70D60-8CE7-FC45-AA79-DB47619D0509,present,
F006513,C8AAB7D0-6DD8-384D-85CC-780874F1D291,present,
F006514,8F125ADC-DE1B-E449-AF7B-C5F65258578C,present,
F006515,FCD6A671-5B75-3E4E-8F75-10D20ED77695,present,
F006516,F10848E0-E802-7843-9ABD-A9F979DB2CFD,present,
F006517,338C03CC-37D4-F34A-AD5E-D22CCAF22D99,present,
F006518,7C972423-C6B2-4545-BD60-FE304C8A7CF2,present,
F006519,220C6F83-1C63-3947-88BF-B59D7838F82B,present,
F006520,37DC470A-E745-1448-AD66-1568901C7895,present,
F006521,06795549-C1AA-974E-82E4-B1EF35203172,present,
F006522,9A3EDDC5-896C-3842-89C5-9BA4FBB4C5D5,present,
F006523,258E3F81-A75B-B049-BC29-263246D2228C,present,
F006524,546D8001-0768-A140-8B94-C71519022541,present,
F006525,1FA502CE-2685-CC4D-AFB3-D498E5BEFB39,present,
F006526,18949397-2E13-F34E-A137-C4F7094088FD,present,
F006527,EFD554FB-7777-C844-AF09-F6EF93409C06,present,
F006528,09DDFDB2-6460-C04A-AD1C-543CA6D8DFD7,present,
F006529,1DEFBEFA-08B4-A64F-A0D5-BCE6E2B978EB,present,
F006530,B3053B34-D382-3F4F-84B7-D81AF60622A9,present,
F006531,107CC604-3D3D-3544-BA38-921720083756,present,
F006532,8AACA997-5513-B843-B9F6-3A7292A561BC,present,
F006533,27375D0F-934E-784A-A341-12E3E5A1F505,present,
F006534,905C368C-603C-3349-9BDC-17447B570124,present,
F006535,470AA0E0-87F0-F640-AD68-B60B6E5858A7,present,
F006536,FE15702C-EA66-944B-A3CB-F12BBED9D716,present,
F006537,0A448136-067C-F34B-AB50-E6E9C039942D,present,
F006538,614CDD61-F555-704E-824C-E26262ADC95B,present,
F006539,3526EDAC-1D71-4943-8397-6D4421BEC566,present,
F006540,52D5A006-E8C2-FF49-8DE7-C097231D3CF0,present,
F006541,DBE7EBE0-61EF-7D47-9BAD-E97AB1BB8739,present,
F006542,7E2D1D67-AC80-8943-9DE9-8AF39BB9B15E,present,
F006543,19889A32-56A6-9944-A778-A4D9574A664D,present,
F006544,3273ADCF-7757-C843-B254-C62433A188BC,present,
F006545,9817A562-447F-AE45-8E31-AB315897D2D9,present,
F006546,A58C3B59-0935-0344-AD7B-134FA5DD8516,present,
F006547,D9596CBF-E0DD-C94C-8BF7-3FF4C51C95A2,present,
F006548,7CF589AD-5FB8-BC45-B49A-9DDAC5CD90CE,present,
F006549,055E090E-561C-CF4E-AAA8-936F61896CE8,present,
F006550,3979CF14-21AE-E84E-B5EE-BB8D829EEDC9,present,
F006551,84838834-545C-764C-A09C-06692B1D1DFF,present,
F006552,C9935A50-B661-8E49-AA8D-014920FD5A37,present,
F006553,AE791510-C432-B540-B1BD-62CEEDCD2C10,present,
F006554,4CC8AC6D-BA3A-2546-BE1A-737022DC824C,present,
F006555,C625C534-1952-1647-B3B4-786A5A9827BD,present,
F006556,89231CBD-37E2-7644-AEA2-33916876543B,present,
F006557,70C4CB04-9D50-5049-B9DD-B605309F138D,present,
F006558,D6C22083-63BA-A641-84C4-0B5298044A94,present,
F006559,B34967B6-577C-E941-A31C-C1DF87D0B569,present,
F006560,865932E4-56DB-1244-894B-B9B6B49B5A93,present,
F006561,28D0D31C-F197-634C-A6F2-834A1CFAFF1F,present,
F006562,89D1D875-86BA-FB45-8C5B-ED05A43E8CDA,present,
F006563,66B1B343-E828-5349-823C-ECB54532ED7E,present,
F006564,0A52B28B-24E7-004C-9E34-972D0162CB7E,present,
F006565,4902E829-47DB-134F-8069-AC823CE25560,present,
F006566,23E93643-B516-934C-B2F7-58325EE0DC4F,present,
F006567,B3340ED3-1738-AA49-B510-B58C15B6E038,present,
F006568,FCDFDE55-F163-734D-BFA4-5ADBEEE1E6AC,present,
F006569,DF230492-2374-F842-981B-92C7057E94D8,present,
F006570,F49D4097-FA10-814E-84FE-374582A9D457,present,
F006571,83E3D80A-DF4E-9E4A-B756-04F1DBB24D9A,present,
F006572,E3D8357A-BEA7-D440-81D8-400FFB0C9A1D,present,
F006573,1E3C7A1A-04BE-D945-9070-9A16D6B2C120,present,
F006574,6000C121-2547-3344-9406-FAAFDD613DA9,present,
F006575,9240ACB9-86D4-7240-AE02-9E74A226A37F,present,
F006576,4DDDFF6F-6F43-3F41-8023-BF97C660884A,present,
F006577,1615D978-3A10-1945-B76C-844D750E3BD3,present,
F006578,DB0DC970-06FA-2640-8C42-34121F09D1BB,present,
F006579,A4B59198-9C0F-674F-9543-39B18ABE2301,present,
F006580,4B8E5634-AE96-1B42-9C5A-AEF7D16712A7,present,
F006581,A6887BFA-5C87-F748-9992-61EDC7A023CC,present,
F006582,9887C7EB-AA11-4347-9967-509C3FC05244,present,
F006583,A3FEDB9F-A646-9741-8120-48C20A767BA4,present,
F006584,A9C2D6DC-609E-B241-A13C-67747BCCFE2A,present,
F006585,E09DFBC3-C132-2D47-8B0B-91EA88CFDEA9,present,
F006586,9BACBFFD-1FE0-0D45-BE1A-E59BA1DAB764,present,
F006587,548A50ED-1E71-D548-8179-B4D061906A19,present,
F006588,9767BBCB-6FB7-C04A-985A-6E94807A8042,present,
F006589,AD93CD39-C42C-E74B-A40F-F6CD16792EB0,present,
F006590,90203929-03F6-D14B-906E-FF2946CC2AAA,present,
F006591,B0E07EAA-B3EA-274B-8B5F-1A38BA40D606,present,
F006592,F489435A-3803-3E49-A25F-F05C97FAC980,present,
F006593,0466979D-3CFC-F64F-A629-5C525084B301,present,
F006594,1893ED4F-13FF-9940-93F1-8C4EDB831E02,present,
F006595,AE87BA30-AAB8-FA43-BF60-AC4133980D5D,present,
F006596,00063067-66C2-C545-8FE0-0B51298DAAD1,present,
F006597,8A56778F-B00B-E240-AC32-6CE7AE814AED,present,
F006598,5394F75E-E0B4-D645-96E9-BE9F9F1CB393,present,
F006599,E2831DFD-5FDD-5A41-AF3F-1E65214A7E2F,present,
F006600,5EA862A6-8283-E24E-A0A8-0E9D22A5E9AE,present,
F006601,C76DCCA6-2C79-1641-A69F-B081DDC9CCAE,present,
F006602,923F8AE5-2F8B-EE49-B93A-F196B3F4D188,present,
F006603,E72414EC-A4DB-AF45-8270-33D7B1ACFC4C,present,
F006604,91E56806-B72E-2049-A263-632737EDC216,present,
F006605,A02C3B0D-345D-C443-A360-883FF2DB95CC,present,
F006606,EFC48698-2E17-464F-8B61-8A8DFD57B146,present,
F006607,4887F656-DFA2-DE48-98DC-4AB34BC4A1AD,present,
F006608,9BB27881-ACE3-E946-91D9-23F81C6556DE,present,
F006609,AFF7F785-D6AB-824F-98C6-E8E48C820FC4,present,
F006610,79DD41AA-FECD-9145-81D2-AB4FC21ED26D,present,
F006611,B04E90E7-79F6-E84F-81B6-1983BDD498DA,present,
F006612,90A7B673-BCB0-DA45-AFA9-1052F842A678,present,
F006613,E8E4CC73-D84B-914B-924A-DFB5AA3BCBCD,present,
F006614,EDF6C063-6249-3341-A5B3-F45E5CCCBF18,present,
F006615,21E76F19-18F5-E44D-A6BF-82FCD588D625,present,
F006616,FF0CD478-BCE7-5B4F-B59F-3410DC2C12EE,present,
F006617,D277C567-3EEB-C54B-8C0B-3D8FA1988CA3,present,
F006618,0C2C74F1-6EDB-FD4B-A8DB-7A3CB560251F,present,
F006619,06D3E833-6304-3D4B-A1DB-4550BF62CE34,present,
F006620,3F7E9071-0E0E-3742-A80B-4ECBB056D6F4,present,
F006621,B56DBF48-12AD-5F41-8950-6583A77B5705,present,
F006622,C6ACE6E7-9DB8-594E-97B9-F6C04AD067C2,present,
F006623,EB99507F-CC27-7B4B-B994-BE5AC8C6C829,present,
F006624,343C37CF-1331-D247-8AA2-B41C2475AE09,present,
F006625,5DB65787-DC97-694C-B970-BD7952E5B865,present,
F006626,3E858A3A-02E8-DC43-8610-5F97FF1F4FB1,present,
F006627,ADC4C05B-1C22-3D44-9D8E-6D5CC501844A,present,
F006628,38854D2E-51B4-214F-94F1-2AB8298A5E7F,present,
F006629,8D3FDBCD-34D8-734E-BF13-813BCF229794,present,
F006630,D997642F-065D-F14F-98A7-C73A498B8E56,present,
F006631,D3BCD5FF-1343-B04F-937F-14D0259F203A,present,
F006632,8C027E66-9468-EE4A-B150-075C900AE298,present,
F006633,6B37DA15-0FDC-5E4E-AB95-196B7086F1CA,present,
F006634,AA8B2D15-E7B5-E042-8FA3-33C0E5448B81,present,
F006635,5CD1ECB9-6C09-0B4B-B07D-8B868D891186,present,
F006636,61758167-CC5B-C84B-BC01-48ACA2EBA08C,present,
F006637,44535586-B52E-724F-8F6F-4678DA2E4D56,present,
F006638,31D91606-4D70-2045-BC60-A0B0D97E974B,present,
F006639,FA2DFC8F-C1AD-DC43-8C12-54B7F2135788,present,
F006640,6364855D-E60E-1245-8C67-5C247BCF25D2,present,
F006641,6DCBF9DE-6468-134D-AB4D-A30E0EA99602,present,
F006642,B9EF6687-B6B7-AA4F-9E73-A4ABED6089D7,present,
F006643,2581A69C-53BD-E648-B349-01686C267095,present,
F006644,773E8183-629C-8743-B456-5F0883138CFA,present,
F006645,EDF5484F-A4B8-634B-A3F5-7DE4F55BF2B9,present,
F006646,F3DE56BE-8900-FB4F-8C31-08873F561A67,present,
F006647,2BEA1171-A6D1-9742-9E7A-78B790360913,present,
F006648,9411A3AB-4D38-4340-A574-F9ACA3EA421E,present,
F006649,16C7A86E-3F95-334C-BD71-89D295708228,present,
F006650,A6F3BFEE-288E-244D-9EF6-57EB36CE7143,present,
F006651,7E6D02C5-B44A-6846-B04C-2385271BEE07,present,
F006652,6E631225-1A30-944A-95D1-7FC0D2BF216E,present,
F006653,359E6407-60BA-B242-B3CC-7B5E6525657D,present,
F006654,E7C7BC45-D59A-6647-9377-87C5432C101C,present,
F006655,D1A946B8-A47D-A34D-AE9F-53E8F7A66BF7,present,
F006656,BD7CCFB2-0170-494E-9021-36413133A897,present,
F006657,0CC09861-1ED6-7F48-B32C-EC24D1B68D92,present,
F006658,FB25588B-62A3-5040-86B3-93CE340B28C0,present,
F006659,005C7770-C8B2-0048-A7B1-0F2E35B063F6,present,
F006660,68951233-5B75-2E4B-86EF-23258FD3E2FC,present,
F006661,96B51E20-2515-FF4D-AE99-5AB789E795D8,present,
F006662,B6F363AA-AEC1-C14F-B0D4-7279AEED13E4,present,
F006663,C844DB26-544C-B74B-8508-A95095A5EE9C,present,
F006664,10F47D2D-5DC3-D745-B567-20182B45D887,present,
F006665,EF01589F-1F54-7B48-9F0E-210C32409F98,present,
F006666,DCC8D4B3-54E9-C84B-9EE3-AE27BC7C2582,present,
F006667,0DA5AB2A-4B78-6843-9540-B3807C2E3602,present,
F006668,7D76BF90-AF78-2746-8B66-8E73C64C8D70,present,
F006669,71DC8F09-A5D9-F444-B5B1-D4F0C5263DDF,present,
F006670,5F7C6B00-26B3-4F44-B1AE-F4644BB73A89,present,
F006671,0BDC6199-18E3-784F-85D4-38F96A32F02E,present,
F006672,27F91EC1-7DD5-A846-9B02-F87E4D39D7D0,present,
F006673,ED3FCAD8-BD7F-2E46-8EDF-4188D853D1CB,present,
F006674,69E2A776-411A-7C4C-9F01-52974D926432,present,
F006675,65AD18DE-9516-6C45-9BD5-7C8AE1D07AB8,present,
F006676,5C440FA8-C14D-BA45-A6AB-1AAC46066103,present,
F006677,6F26C1B3-3D45-1042-85AA-E580F170DD40,present,
F006678,3F3DAEE5-667E-9D44-8538-A65A46F5E651,present,
F006679,F8F5EEAD-89AF-C24F-987D-868D66D2053C,present,
F006680,7D211369-5212-0642-8725-87DAD11DBA91,present,
F006681,5300EB8F-FEF6-1E43-81EF-035201807671,present,
F006682,95491D66-3EC0-CE4C-8867-4F930C150922,present,
F006683,86D06134-2357-794E-8A4A-66755A69F437,present,
F006684,1609C48B-9508-2B40-9453-46250D18000E,present,
F006685,8B872F82-6BE3-9F4C-BC60-EBD03574740E,present,
F006686,97D9675B-B0BE-C34B-B257-3C174B9406A7,present,
F006687,FA94F6D6-C50F-7849-8034-4F217F9B1D20,present,
F006688,83233AF0-A2FD-BC40-8CC0-B7A7F88C0584,present,
F006689,88C5AB96-629F-DF46-A7C1-6964434009AA,present,
F006690,17B594E5-ECE0-8E43-BC5A-FFED81BBD248,present,
F006691,8C7DA89F-B26C-2547-AAA9-FA3F365AA093,present,
F006692,108193B1-4580-C04C-9A5B-EE6CD4FCA26D,present,
F006693,87559950-5D49-7E42-89B3-32D02CFF1B2E,present,
F006694,4794A78E-F135-494E-8CA5-D4F441102442,present,
F006695,27688843-77DB-0B4F-821A-CF404CB3DACE,present,
F006696,3C39CD76-1F75-284B-B26F-6F6374822766,present,
F006697,0A64BC06-6CAF-AE48-87E2-1DC73D4CFF72,present,
F006698,CC7C649A-0D09-EB4D-B277-8E5D18039DB5,present,
F006699,A3E9C98A-CD42-5543-B2BC-C7631C106F4A,present,
F006700,9E5E605A-8B5D-B444-A524-36752C08657B,present,
F006701,A697D64C-75AB-654D-96D4-B7B16B18B72B,present,
F006702,4164FE88-2723-6548-8291-BA8228E59D76,present,
F006703,9A272F61-86A1-584B-8D4D-3723EAFE6BC0,present,
F006704,B4860190-8156-6F4E-B64C-C7A967BF8FF1,present,
F006705,CCEF4B3D-71C3-1B43-9ED5-C6AC131866C6,present,
F006706,AE11560C-4E6C-514D-8D59-9AFBC8B91BFB,present,
F006707,8046B6FB-74BE-C845-8606-7D90CE055EF5,present,
F006708,F7850DEF-03E4-264F-9BB9-B82D71419C13,present,
F006709,5B2BBBF7-7A7E-0B4E-9CBC-6C7CC2A09900,present,
F006710,7AF86A19-39A2-1F4D-814B-A1EAB0B78021,present,
F006711,3689C14E-6DF1-EB47-90F4-70DB6DAE17F4,present,
F006712,E6D116B5-5C57-2F4C-9724-FD1EE0397F08,present,
F006713,124174B1-DB59-E142-923A-1AD04EB49EF5,present,
F006714,1D5865A9-9FAC-6742-8E1F-38414C90D753,present,
F006715,C8268B47-A5E8-9347-B4CE-655FF90598A1,present,
F006716,BA828282-70DC-3D4E-B4EF-A73901ED7397,present,
F006717,2423187F-0FBD-3749-B01F-2756F173EC7E,present,
F006718,73FF1F3E-DE5F-C047-BFA9-FE9F5576BF5D,present,
F006719,159A3357-3901-DF4A-A988-A48705DA9935,present,
F006720,B76A8423-93F6-494C-8997-44BFF70E367B,present,
F006721,97B4F053-E0FF-B944-9A34-31180762BA1B,present,
F006722,E74C5902-EC16-9847-9175-9313852CC56F,present,
F006723,5ED2EE8E-CB0D-F54C-B66B-53FA95D737CE,present,
F006724,7F82FB55-1F07-9746-A39C-05FAC167E1B5,present,
F006725,448F8CC2-8947-A24B-83F8-3C1E81C3539B,present,
F006726,4E9C0AA4-52A1-324D-8D72-9046A5BFC9C1,present,
F006727,64E56FDC-138B-0640-B15A-5C010EA80410,present,
F006728,D8FB1C43-DFEE-2445-8529-50B8F79FA06C,present,
F006729,61C64CA7-7C43-BF49-9C0A-8DEFAF1A088B,present,
F006730,9B5FACCA-D799-AE44-BFFA-69D435E63FAF,present,
F006731,14944165-305E-2149-88AD-CC979D57C7AF,present,
F006732,3485831D-4741-CC41-9F07-46CB56075D6C,present,
F006733,3404C25B-76DA-B542-AD57-34658D5B242A,present,
F006734,043D7507-A2C6-AF42-8B18-3A7CCDA941AF,present,
F006735,5C1EB005-ADD8-8542-9D0C-4950122BBD0E,present,
F006736,C0D9A86D-D859-C840-A98F-BA4E4020C5B1,present,
F006737,26400CBF-D15C-EF42-BEF6-604A79D70440,present,
F006738,3CD20F9A-61A1-5E41-8F0F-0DBC1F9B2002,present,
F006739,C81106A5-F9CE-B345-BBDC-FEBFFF255193,present,
F006740,468CBD10-14EA-A64F-896A-08B815E9D0CF,present,
F006741,50C36F9D-47DA-C548-965F-54D86E9FF503,present,
F006742,4C16E179-5FB6-0341-A8D7-AEAC94C3FBB5,present,
F006743,E3B5F0EF-BC90-C842-BE0C-EB5EC5E26578,present,
F006744,82E9728A-2584-8045-8308-44BC827EA9B7,present,
F006745,36E1E1E2-3DBD-5047-8FAF-E1914677D84F,present,
F006746,A053DD16-9316-E645-A4F0-2C881237105C,present,
F006747,F4A6C1B6-97F6-E14D-9EFA-5C8C87645569,present,
F006748,2B9E86E5-3BA9-AC44-B963-8FF7EE676C7B,present,
F006749,4DCAB2BD-45E4-F045-BD98-07348EAE5A1F,present,
F006750,369FE60C-9B0F-F54E-82AB-FD134FFE25B7,present,
F006751,DAAD5EF8-22C2-AE42-A1C0-D4EC2D3E0C89,present,
F006752,EB1BD143-9085-F742-9AB1-0E1EDCDF3247,present,
F006753,63C80837-E023-6B46-93AB-DAB852080B93,present,
F006754,9CADB06F-A810-D142-9B6E-6E2BF2D9C184,present,
F006755,1A1AFA17-434D-9048-8A05-7469E2F203BF,present,
F006756,0197CDE8-DCB7-FE44-BDF3-CE7C64EAB0D9,present,
F006757,79C4513F-842D-1047-BA27-F55C0BD443B0,present,
F006758,B874B36F-CB26-5E49-9998-183C41498781,present,
F006759,118BA01E-EC1E-554E-A8D3-15F4473D723E,present,
F006760,625CBA0B-1D1D-BB45-B223-BCAB6BA94953,present,
F006761,BAA066C9-89D6-0843-A2CA-63297FFBC556,present,
F006762,745E5F8E-F399-414C-9490-21FBB943F661,present,
F006763,86D9B712-3DA7-954D-B162-B09D08B18D56,present,
F006764,9D9ACAC4-0971-524E-B4FF-470E7D88F60B,present,
F006765,A3DBE8A2-62A1-834C-87F5-7761E8BAA6EA,present,
F006766,040A6137-6AD6-724A-A4F2-C5C07085343B,present,
F006767,74EE6C19-EBFE-BD4A-A09E-884644723FA4,present,
F006768,BAEB7E98-3B37-3444-BD5D-AE34055E9E72,present,
F006769,335F3CAF-1E60-5A48-86AA-D8B99AEFBDC3,present,
F006770,D69D2567-37E6-194E-A9B6-ADE61ECCC17F,present,
F006771,357E9FE0-0DA0-7A44-899D-3C509BE986A2,present,
F006772,127DD0C2-8B63-3A46-BB61-601EAB16583B,present,
F006773,8BCD03F0-C13B-F242-A141-ED66E6272718,present,
F006774,AECCD05D-A563-6E4E-B1A4-47D8F965C176,present,
F006775,0DE6FFF8-829B-CE49-A13D-879CD0501E06,present,
F006776,28D1EBBB-B479-8B4C-8DD1-18628E948DAA,present,
F006778,5AE6CE80-8697-B04F-A7A3-E97FC1ED50D3,present,
F006779,32F4F00A-6030-554C-92FF-47A3133D6166,present,
F006780,E1DC7ECF-4B37-8847-9D9A-BC67A0C4089F,present,
F006781,6F7CEFC8-FEA0-AC4E-BC3A-71A955591C3A,present,
F006782,5AB3040B-C25B-6B47-9947-D054C6F4F02B,present,
F006783,DEEEC188-4053-B746-B15E-EFF2B7516302,present,
F006784,950A3D8A-6009-DA4A-8041-F22360CD31FF,present,
F006785,36007BFC-8AAB-1D4C-9EE5-49E7DC1924CA,present,
F006786,D7E3C2A4-7315-7645-A7FF-B0B6D685187E,present,
F006787,A5D79F79-0485-394B-93ED-4056B218F1A0,present,
F006788,39C692EC-182B-9D4F-81D5-5F100A2A15D4,present,
F006789,C560FBEF-FB0A-E84F-8339-1726D2627DA2,present,
F006790,03E4B101-6A9F-AE4F-92D5-2936E8A52207,present,
F006791,A4F71DA1-1AE0-454E-8BBC-2D8489405F4D,present,
F006792,03625761-2440-2A48-90B6-D7CA87589077,present,
F006793,697C3AAE-C7B0-DB42-B36D-1DA6549C5A49,present,
F006794,F5EF4E7F-CC79-3D46-9566-0C67638B881B,present,
F006795,FD274959-26F4-2142-BDFF-4A157B85B1FE,present,
