bbm,platform_record,match_type,quadrant,confidence,justification,breakdown
BBM:F001004,MO:66138,similar,absent,2.5,similar name + date/locality; no cross-reference or image,"01,02"
BBM:F001326,MO:77975,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001388,MO:265213,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001388,MO:330017,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001388,MO:337939,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001388,MO:374842,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001430,MO:181892,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001465,MO:83499,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:146033,similar,absent,2.5,similar name + date/locality; no cross-reference or image,"01,02"
BBM:F001470,MO:261555,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:265292,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:291973,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:333226,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:334815,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:335478,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:337941,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001470,MO:374163,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:146033,similar,absent,2.5,similar name + date/locality; no cross-reference or image,"01,02"
BBM:F001472,MO:261555,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:265292,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:291973,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:333226,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:334815,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:335478,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:337941,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001472,MO:374163,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:146033,similar,absent,2.5,similar name + date/locality; no cross-reference or image,"01,02"
BBM:F001474,MO:261555,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:265292,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:291973,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:333226,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:334815,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:335478,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:337941,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001474,MO:374163,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
BBM:F001486,MO:112884,similar,absent,2.5,similar name + date/locality; no cross-reference or image,01
